

--cv /media/genyoda/Extra_Storage/Projets/Buccin_ddRAD_2024/./00_Data/06a_Filtering.denovo.buccinum.M1n1/A_90K/08_Final/populations.23405snps.431ind.single.final.bed 18 -j8


****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=5.
Parallel execution requested.  Will use 8 threads.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 431x23405
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 3.66	Loglikelihood: -8.30128e+06	(delta): 5.38063e+06
84 (QN/Block) 	Elapsed: 7.998	Loglikelihood: -7.27161e+06	(delta): 0.0495813
85 (QN/Block) 	Elapsed: 7.996	Loglikelihood: -7.27161e+06	(delta): 0.027773
86 (QN/Block) 	Elapsed: 8.006	Loglikelihood: -7.27161e+06	(delta): 0.0151117
87 (QN/Block) 	Elapsed: 7.987	Loglikelihood: -7.27161e+06	(delta): 0.0215923
88 (QN/Block) 	Elapsed: 7.976	Loglikelihood: -7.27161e+06	(delta): 0.00958607
89 (QN/Block) 	Elapsed: 8.058	Loglikelihood: -7.27161e+06	(delta): 0.0042655
90 (QN/Block) 	Elapsed: 8.157	Loglikelihood: -7.27161e+06	(delta): 0.00448141
91 (QN/Block) 	Elapsed: 8.034	Loglikelihood: -7.27161e+06	(delta): 0.00525753
92 (QN/Block) 	Elapsed: 8.015	Loglikelihood: -7.27161e+06	(delta): 0.00632006
93 (QN/Block) 	Elapsed: 8.044	Loglikelihood: -7.27161e+06	(delta): 0.00769525
94 (QN/Block) 	Elapsed: 8.045	Loglikelihood: -7.27161e+06	(delta): 0.00943247
95 (QN/Block) 	Elapsed: 8.064	Loglikelihood: -7.27161e+06	(delta): 0.0116174
96 (QN/Block) 	Elapsed: 8.031	Loglikelihood: -7.27161e+06	(delta): 0.0143277
97 (QN/Block) 	Elapsed: 8.044	Loglikelihood: -7.27161e+06	(delta): 0.017648
98 (QN/Block) 	Elapsed: 8.069	Loglikelihood: -7.27161e+06	(delta): 0.0216752
99 (QN/Block) 	Elapsed: 8.08	Loglikelihood: -7.27161e+06	(delta): 0.0265456
100 (QN/Block) 	Elapsed: 8.019	Loglikelihood: -7.27161e+06	(delta): 0.0320177
101 (QN/Block) 	Elapsed: 8.055	Loglikelihood: -7.27161e+06	(delta): 0.0381721
102 (QN/Block) 	Elapsed: 8.033	Loglikelihood: -7.27161e+06	(delta): 0.0437543
103 (QN/Block) 	Elapsed: 8.058	Loglikelihood: -7.27161e+06	(delta): 0.013541
104 (QN/Block) 	Elapsed: 8.005	Loglikelihood: -7.27161e+06	(delta): 0.00934665
105 (QN/Block) 	Elapsed: 8.024	Loglikelihood: -7.27161e+06	(delta): 0.00459801
106 (QN/Block) 	Elapsed: 7.954	Loglikelihood: -7.27161e+06	(delta): 0.00225231
107 (QN/Block) 	Elapsed: 8.015	Loglikelihood: -7.27161e+06	(delta): 0.00962355
108 (QN/Block) 	Elapsed: 8.071	Loglikelihood: -7.27161e+06	(delta): 0.00177947
109 (QN/Block) 	Elapsed: 8	Loglikelihood: -7.27161e+06	(delta): 0.00340221
110 (QN/Block) 	Elapsed: 7.99	Loglikelihood: -7.27161e+06	(delta): 0.0143361
111 (QN/Block) 	Elapsed: 8.012	Loglikelihood: -7.27161e+06	(delta): 0.00939006
112 (QN/Block) 	Elapsed: 8.069	Loglikelihood: -7.27161e+06	(delta): 0.00248037
113 (QN/Block) 	Elapsed: 8.025	Loglikelihood: -7.27161e+06	(delta): 0.0027152
114 (QN/Block) 	Elapsed: 7.99	Loglikelihood: -7.27161e+06	(delta): 0.000851918
115 (QN/Block) 	Elapsed: 7.991	Loglikelihood: -7.27161e+06	(delta): 0.000685117
116 (QN/Block) 	Elapsed: 8.017	Loglikelihood: -7.27161e+06	(delta): 0.00122463
117 (QN/Block) 	Elapsed: 8.041	Loglikelihood: -7.27161e+06	(delta): 0.000818509
118 (QN/Block) 	Elapsed: 7.998	Loglikelihood: -7.27161e+06	(delta): 0.000690222
119 (QN/Block) 	Elapsed: 7.98	Loglikelihood: -7.27161e+06	(delta): 0.000322795
120 (QN/Block) 	Elapsed: 8.05	Loglikelihood: -7.27161e+06	(delta): 0.00011577
121 (QN/Block) 	Elapsed: 8	Loglikelihood: -7.27161e+06	(delta): 0.000120136
122 (QN/Block) 	Elapsed: 8.002	Loglikelihood: -7.27161e+06	(delta): 0.000167958
123 (QN/Block) 	Elapsed: 7.992	Loglikelihood: -7.27161e+06	(delta): 0.000139585
124 (QN/Block) 	Elapsed: 8.004	Loglikelihood: -7.27161e+06	(delta): 0.00041628
125 (QN/Block) 	Elapsed: 8.018	Loglikelihood: -7.27161e+06	(delta): 6.03031e-05
Summary: 
Converged in 125 iterations (889.332 sec)
Loglikelihood: -7271605.876322
Fst divergences between estimated populations: 
	Pop0	Pop1	Pop2	Pop3	Pop4	Pop5	Pop6	Pop7	Pop8	Pop9	Pop10	Pop11	Pop12	Pop13	Pop14	Pop15	Pop16	
Pop0	
Pop1	0.232	
Pop2	0.075	0.239	
Pop3	0.081	0.252	0.095	
Pop4	0.057	0.226	0.071	0.078	
Pop5	0.066	0.234	0.077	0.088	0.056	
Pop6	0.060	0.233	0.079	0.069	0.061	0.071	
Pop7	0.065	0.233	0.077	0.069	0.063	0.071	0.052	
Pop8	0.093	0.195	0.097	0.110	0.082	0.092	0.096	0.097	
Pop9	0.106	0.175	0.113	0.123	0.097	0.105	0.108	0.109	0.056	
Pop10	0.064	0.235	0.075	0.084	0.054	0.066	0.069	0.067	0.090	0.105	
Pop11	0.064	0.231	0.062	0.084	0.061	0.072	0.069	0.069	0.087	0.103	0.064	
Pop12	0.079	0.244	0.091	0.085	0.075	0.083	0.069	0.069	0.108	0.120	0.079	0.080	
Pop13	0.070	0.239	0.079	0.086	0.062	0.067	0.072	0.076	0.092	0.107	0.068	0.066	0.080	
Pop14	0.104	0.180	0.112	0.122	0.095	0.104	0.107	0.108	0.056	0.038	0.104	0.101	0.119	0.104	
Pop15	0.077	0.245	0.086	0.093	0.066	0.076	0.079	0.078	0.100	0.115	0.076	0.072	0.089	0.072	0.114	
Pop16	0.062	0.234	0.079	0.061	0.061	0.071	0.040	0.042	0.096	0.109	0.068	0.068	0.063	0.071	0.107	0.078	
Pop17	0.073	0.259	0.104	0.110	0.086	0.096	0.092	0.095	0.120	0.134	0.092	0.092	0.106	0.095	0.131	0.102	0.093	
CV error (K=18): 0.52726
Writing output files.
